(4602,5159)
(4596,5156)
(4588,5153)
(4582,5151)
(4575,5148)
(4569,5146)
(4563,5143)
(4556,5140)
(4550,5138)
(4543,5135)
(4537,5132)
(4529,5129)
(4523,5127)
(4516,5124)
(4510,5122)
(4503,5119)
(4497,5116)
(4490,5113)
(4484,5111)
(4478,5108)
(4471,5105)
(4465,5103)
(4458,5100)
(4452,5098)
(4445,5095)
(4439,5092)
(4432,5089)
(4426,5087)
(4419,5084)
(4413,5082)
(4406,5079)
(4400,5076)
(4394,5074)
(4387,5071)
(4381,5068)
(4374,5065)
(4368,5063)
(4361,5060)
(4355,5057)
(4348,5054)
(4342,5052)
(4335,5049)
(4329,5047)
(4322,5044)
(4316,5041)
(4310,5039)
(4303,5036)
(4297,5033)
(4290,5030)
(4284,5028)
(4277,5025)
(4271,5023)
(4264,5020)
(4258,5017)
(4251,5015)
(4245,5013)
(4238,5011)
(4232,5009)
(4226,5007)
(4219,5005)
(4213,5003)
(4206,5001)
(4200,4999)
(4193,4997)
(4187,4995)
(4180,4993)
(4174,4991)
(4167,4989)
(4161,4987)
(4154,4985)
(4148,4983)
(4142,4981)
(4135,4980)
(4129,4979)
(4122,4978)
(4116,4977)
(4109,4976)
(4103,4975)
(4096,4974)
(4090,4973)
(4083,4972)
(4077,4971)
(4070,4970)
(4064,4969)
(4058,4968)
(4051,4967)
(4045,4966)
(4038,4965)
(4032,4964)
(4025,4963)
(4019,4962)
(4012,4961)
(4006,4960)
(3999,4959)
(3993,4958)
(3986,4957)
(3980,4956)
(3974,4955)
(3967,4954)
(3961,4953)
(3954,4952)
(3948,4951)
(3941,4950)
(3935,4949)
(3928,4948)
(3922,4947)
(3915,4946)
(3909,4945)
(3902,4944)
(3896,4943)
(3890,4942)
(3883,4941)
(3877,4940)
(3870,4939)
(3864,4938)
(3857,4937)
(3851,4936)
(3844,4935)
(3838,4934)
(3831,4933)
(3825,4932)
(3818,4931)
(3812,4930)
(3806,4929)
(3799,4928)
(3793,4927)
(3786,4926)
(3780,4925)
(3773,4924)
(3767,4923)
(3760,4922)
(3754,4921)
(3747,4920)
(3741,4919)
(3734,4918)
(3728,4917)
(3722,4916)
(3715,4915)
(3709,4914)
(3702,4913)
(3696,4912)
(3689,4911)
(3683,4910)
(3676,4909)
(3670,4908)
(3663,4907)
(3657,4906)
(3650,4905)
(3644,4904)
(3638,4903)
(3631,4902)
(3625,4901)
(3618,4900)
(3612,4899)
(3605,4898)
(3599,4897)
(3592,4896)
(3586,4895)
(3579,4894)
(3573,4893)
(3566,4892)
(3560,4891)
(3554,4890)
(3547,4889)
(3541,4888)
(3534,4887)
(3528,4886)
(3521,4885)
(3515,4884)
(3508,4884)
(3502,4884)
(3495,4884)
(3489,4884)
(3482,4884)
(3476,4884)
(3470,4884)
(3463,4884)
(3457,4884)
(3450,4884)
(3444,4884)
(3437,4884)
(3431,4884)
(3424,4884)
(3418,4884)
(3411,4884)
(3405,4884)
(3398,4884)
(3392,4884)
(3386,4884)
(3379,4884)
(3373,4884)
(3366,4884)
(3360,4884)
(3353,4884)
(3347,4884)
(3340,4884)
(3334,4884)
(3327,4884)
(3321,4884)
(3314,4884)
(3308,4884)
(3302,4884)
(3295,4884)
(3289,4884)
(3282,4884)
(3276,4884)
(3269,4884)
(3263,4884)
(3256,4884)
(3250,4884)
(3243,4884)
(3237,4884)
(3230,4884)
(3224,4884)
(3218,4884)
(3211,4884)
(3205,4884)
(3198,4884)
(3192,4884)
(3185,4884)
(3179,4884)
(3172,4884)
(3166,4884)
(3159,4884)
(3153,4884)
(3146,4884)
(3140,4884)
(3134,4884)
(3127,4884)
(3113,4884)
(3107,4884)
(3100,4884)
(3094,4884)
(3087,4884)
(3073,4884)
(3067,4884)
(3060,4884)
(3054,4884)
(3040,4884)
(3033,4884)
(3027,4884)
(3020,4884)
(3014,4884)
(3000,4884)
(2994,4884)
(2987,4884)
(2981,4884)
(2974,4884)
(2960,4884)
(2954,4884)
(2947,4884)
(2941,4884)
(2934,4884)
(2928,4884)
(2914,4884)
(2907,4884)
(2901,4884)
(2894,4884)
(2888,4884)
(2874,4884)
(2868,4884)
(2861,4884)
(2855,4884)
(2848,4884)
(2834,4884)
(2828,4884)
(2821,4884)
(2815,4884)
(2801,4884)
(2794,4884)
(2788,4884)
(2781,4884)
(2775,4884)
(2761,4884)
(2754,4884)
(2748,4884)
(2742,4884)
(2735,4884)
(2721,4884)
(2715,4884)
(2708,4884)
(2702,4884)
(2695,4884)
(2681,4884)
(2675,4884)
(2668,4884)
(2662,4884)
(2655,4884)
(2649,4884)
(2635,4884)
(2628,4884)
(2622,4884)
(2616,4884)
(2609,4884)
(2595,4884)
(2589,4884)
(2582,4884)
(2576,4884)
(2562,4884)
(2555,4884)
(2549,4884)
(2542,4884)
(2536,4884)
(2522,4884)
(2515,4884)
(2509,4884)
(2502,4884)
(2496,4884)
(2482,4884)
(2476,4884)
(2469,4884)
(2463,4884)
(2456,4884)
(2442,4884)
(2436,4884)
(2429,4884)
(2423,4884)
(2416,4884)
(2402,4884)
(2396,4884)
(2389,4884)
(2383,4884)
(2376,4884)
(2370,4884)
(2356,4884)
(2350,4884)
(2343,4884)
(2337,4884)
(2323,4884)
(2316,4884)
(2310,4884)
(2303,4884)
(2297,4884)
(2283,4884)
(2276,4884)
(2270,4884)
(2263,4884)
(2257,4884)
(2243,4884)
(2236,4884)
(2230,4884)
(2224,4884)
(2217,4884)
(2203,4884)
(2197,4884)
(2190,4884)
(2184,4884)
(2168,4884)
(2161,4884)
(2147,4884)
(2141,4884)
(2134,4884)
(2128,4884)
(2112,4884)
(2105,4884)
(2091,4884)
(2085,4884)
(2078,4884)
(2072,4884)
(2056,4884)
(2042,4884)
(2036,4884)
(2029,4884)
(2023,4884)
(2016,4884)
(2000,4884)
(1994,4884)
(1980,4884)
(1973,4884)
(1967,4884)
(1960,4884)
(1944,4884)
(1938,4884)
(1924,4884)
(1917,4884)
(1911,4884)
(1904,4884)
(1898,4884)
(1882,4884)
(1868,4884)
(1862,4884)
(1855,4884)
(1849,4884)
(1842,4884)
(1826,4884)
(1812,4884)
(1806,4884)
(1799,4884)
(1793,4884)
(1777,4884)
(1770,4884)
(1756,4884)
(1750,4884)
(1743,4884)
(1737,4884)
(1721,4884)
(1707,4884)
(1700,4884)
(1694,4884)
(1688,4884)
(1681,4884)
(1665,4884)
(1651,4884)
(1645,4884)
(1638,4884)
(1632,4884)
(1625,4884)
(1609,4884)
(1603,4884)
(1589,4884)
(1582,4884)
(1576,4884)
(1569,4884)
(1563,4884)
(1547,4884)
(1533,4884)
(1526,4884)
(1520,4884)
(1514,4884)
(1507,4884)
(1491,4884)
(1477,4884)
(1471,4884)
(1464,4884)
(1458,4884)
(1451,4884)
(1435,4884)
(1421,4884)
(1415,4884)
(1408,4884)
(1402,4884)
(1386,4884)
(1372,4884)
(1365,4884)
(1359,4884)
(1352,4884)
(1346,4884)
(1330,4884)
(1316,4884)
(1310,4884)
(1303,4884)
(1297,4884)
(1290,4884)
(1274,4884)
(1260,4884)
(1254,4884)
(1247,4884)
(1241,4884)
(1234,4884)
(1228,4884)
(1212,4884)
(1198,4884)
(1191,4884)
(1185,4884)
(1178,4884)
(1172,4884)
(1156,4884)
(1142,4884)
(1136,4884)
(1129,4884)
(1123,4884)
(1116,4884)
(1102,4884)
(1086,4884)
(1080,4884)
(1073,4884)
(1067,4884)
(1053,4884)
(1046,4884)
(1030,4884)
(1024,4884)
(1017,4884)
(1011,4884)
(997,4884)
(981,4884)
(974,4884)
(968,4884)
(962,4884)
(955,4884)
(941,4884)
(925,4884)
(919,4884)
(912,4884)
(906,4884)
(899,4884)
(885,4884)
(879,4884)
(863,4884)
(856,4884)
(850,4884)
(843,4884)
(837,4884)
(823,4884)
(807,4884)
(800,4884)
(794,4884)
(788,4884)
(781,4884)
(767,4884)
(751,4884)
(745,4884)
(738,4884)
(732,4884)
(718,4884)
(711,4884)
(695,4884)
(689,4884)
(682,4884)
(676,4884)
(662,4884)
(655,4884)
(639,4884)
(633,4884)
(626,4884)
(620,4884)
(606,4884)
(590,4884)
(584,4884)
(577,4884)
(571,4884)
(564,4884)
(550,4884)
(544,4884)
(528,4884)
(521,4884)
(515,4884)
(508,4884)
(494,4884)
(488,4884)
(472,4884)
(465,4884)
(459,4884)
(452,4884)
(446,4884)
(432,4884)
(416,4884)
(410,4884)
(403,4884)
(397,4884)
(383,4884)
(376,4884)
(360,4884)
(354,4884)
(347,4884)
(341,4884)
(327,4884)
(320,4884)
(304,4884)
(298,4884)
(291,4884)
(285,4884)
(271,4884)
(264,4884)
(248,4884)
(242,4884)
(236,4884)
(229,4884)
(215,4884)
(209,4884)
(193,4884)
(186,4884)
(180,4884)
(174,4884)
(170,4884)
(168,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)
(167,4884)

